OTAA,,device-01,,0000000000000000
OTAA,,fresh-dev-01,,0000000000000000,0abcb1634d333ae1,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-02,,0000000000000000,c58c41a053634dfe,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-03,,0000000000000000,8146315f1148e641,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-04,,0000000000000000,29949f62bc29d10c,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-05,,0000000000000000,cab1480c125c26dc,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-06,,0000000000000000,ce055ee8b23ed429,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-07,,0000000000000000,d2638046acf2a901,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-08,,0000000000000000,cf7a02e929b727ae,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-09,,0000000000000000,82c6a2591add59b3,00112233445566778899AABBCCDDEEFF
OTAA,,fresh-dev-10,,0000000000000000,09a3041d711bfda8,00112233445566778899AABBCCDDEEFF
