OTAA,,device-01,,0000000000000000
OTAA,,final-dev-01,,0000000000000000,69ae9f1f00010000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-02,,0000000000000000,69ae9f1f00020000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-03,,0000000000000000,69ae9f1f00030000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-04,,0000000000000000,69ae9f1f00040000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-05,,0000000000000000,69ae9f1f00050000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-06,,0000000000000000,69ae9f1f00060000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-07,,0000000000000000,69ae9f1f00070000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-08,,0000000000000000,69ae9f1f00080000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-09,,0000000000000000,69ae9f1f00090000,00112233445566778899AABBCCDDEEFF
OTAA,,final-dev-10,,0000000000000000,69ae9f1f000a0000,00112233445566778899AABBCCDDEEFF
